                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.5273,                 3.0579,                 1.2225,                0.44687,                0.29589,                0.28417,                 0.1061,                 2.4909,                 2.4543,                 1.2286,             0.00066406,             0.00066406,             0.00066406
